1260,1,20180830,1   ,1  ,1  ,1 ,1 ,1 ,1 ,
1261,1,20180830,2   ,1  ,1  ,1 ,1 ,1 ,1 ,
1262,1,20180830,3   ,1  ,1  ,1 ,1 ,1 ,1 ,
1263,1,20180830,4   ,2  ,1  ,1 ,1 ,1 ,1 ,
1264,1,20180830,5   ,2  ,1  ,1 ,1 ,1 ,1 ,
1265,1,20180830,6   ,2  ,2  ,1 ,1 ,1 ,1 ,
1266,1,20180830,7   ,3  ,2  ,1 ,1 ,1 ,1 ,
1267,1,20180830,8   ,3  ,2  ,1 ,1 ,1 ,1 ,
1268,1,20180830,9   ,3  ,2  ,1 ,1 ,1 ,1 ,
1269,1,20180830,10  ,4  ,2  ,1 ,1 ,1 ,1 ,
1270,1,20180830,11  ,4  ,3  ,2 ,1 ,1 ,1 ,
1271,1,20180830,12  ,4  ,3  ,2 ,1 ,1 ,1 ,
1272,1,20180830,13  ,5  ,3  ,2 ,1 ,1 ,1 ,
1273,1,20180830,14  ,5  ,3  ,2 ,1 ,1 ,1 ,
1274,1,20180830,15  ,5  ,3  ,2 ,1 ,1 ,1 ,
1275,1,20180830,16  ,6  ,4  ,2 ,2 ,1 ,1 ,
1276,1,20180830,17  ,6  ,4  ,2 ,2 ,1 ,1 ,
1277,1,20180830,18  ,6  ,4  ,2 ,2 ,1 ,1 ,
1278,1,20180830,19  ,7  ,4  ,2 ,2 ,1 ,1 ,
1279,1,20180830,20  ,7  ,4  ,2 ,2 ,1 ,1 ,
1280,1,20180830,21  ,7  ,5  ,3 ,2 ,1 ,1 ,
1281,1,20180830,22  ,8  ,5  ,3 ,2 ,1 ,1 ,
1282,1,20180830,23  ,8  ,5  ,3 ,2 ,1 ,1 ,
1283,1,20180830,24  ,8  ,5  ,3 ,2 ,1 ,1 ,
1284,1,20180830,25  ,9  ,5  ,3 ,2 ,1 ,1 ,
1285,1,20180830,26  ,9  ,6  ,3 ,2 ,1 ,1 ,
1286,1,20180830,27  ,9  ,6  ,3 ,2 ,1 ,1 ,
1287,1,20180830,28  ,10 ,6  ,3 ,2 ,1 ,1 ,
1288,1,20180830,29  ,10 ,6  ,3 ,2 ,1 ,1 ,
1289,1,20180830,30  ,10 ,6  ,3 ,2 ,1 ,1 ,
